context,fact,annotators,response,model,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall
"did you see crazy rich asians ? 
 no i have n't . i heard it was good . 
 i have not yet either but i am aware of it 's cultural impact . it was made from a novel . apparently it is a very good romantic comedy . 
 my mother like it . i think it stars michelle yeoh , henry golding and constance wu , right ? 
 it does . apparently the basic premise is that a woman is engaged to a man and when she goes to meet his family discovers that he is insanely wealthy . his mother rejects her due to her less affluent background . 
 if i remember correctly , jon m chu is the director . 
 yes he is . it was also the first movie to feature an all - asian cast in hollywood in more than 20 years which is quite the accomplishment and i 'm glad that it did well . asians seem very underrepresented in film . 
 the movie is 121 minutes long , which is just right and is pg-13 . 
 that makes it accessible to a bigger audience which is good because then more asian - americans can see themselves represented on screen . 
 well , lets switch topics . are you a science person . , earth is the 3rd planet from the sun . it is also the only astronomical object known to harbor life . 
 i am a little . i enjoy learning about it . i was aware of those facts . i also know that if we viewed the entire earth 's history as a 24 hour period , humans would only represent 1 minute and 17 seconds of that day . that is a mind blowing stat . 
 this is mind blowing . thank god for jupiter . it saves earth from a lot of asteroids heading toward us . 
 that is really surprising since that planet is mostly compromised of gas . we do not even know if there is any solid land there . i wonder how it takes the impact first in this case ? 
 it 's very interesting . so is the fact that the sun is 4x less dense than earth . 
 i know it is much larger but i do n't think it has any solidity to it so that 's interesting . another science fact is that when earth was formed a day was only 5.5 hours long . 
 i did n't know that . i wonder why . there is a place on earth where there is less gravity than the rest of the planet . it is the hudson bay region of canada . 
 i wonder how much affect that has ? is it enough to change weights in any way ? i wonder . i do also know that we are running out of helium and will essentially be out of the gas by the end of the 21st century . 

","new google employees are called ' nooglers ' and are given a propeller beanie cap to wear on their first friday .
","['sm', 'me', 'fl']","wow . we need to get the bright minds of our generation working on saving the planet ! instead , all the smart folks are going to modern tech companies like google . did you know new google employees wear a propeller beanie cap on their first friday ? ca n't get any more quirky than that .",New Human Generated,1,3,3,3,1,5
"d.c . area and all of its attractive locations , sure would be nice to visit it 
 i totally agree with you . i would love to go to the national museum of natural history . 
 i would love to go there too , i hear the building is just awesome 
 they say there are some great coffee shops in the area too . some politicians have been seen at them . 
 yeah around the capitol hill area there is a great coffee store called port city java 
 i bet there are some great restaurants too . 
 yeah there is this great thai place over on takoma park , really good , 
 i imagine that one is great for if you want to eat healthy . they probably have lots of vegetables and tofu . 
 yeah i hear they have one of the best tofus in the country , so it would be nice to eat there specially if you have food allergies 
 do you know if the area has any great theaters for movies and plays ? 
 thare are , some of them are the kennedy center , imagination stage , adventure theater and ipic theatre , a lot of choices there 
 i bet the ipic theater would be great to see incredibles 2 on . 
 i bet it was , its a nice stage , did you watch that movie by the way ? 
 i have n't seen it yet . i have seen the original though . have you seen either or both of them ? 
 i have seen both and i must say i liked the first one better althought the cast of the 2nd part got an upgrade 
 i 'm not familiar with the cast of the second one . are they big name actors / actresses ? 
 yeah have you watched breaking bad ? well the actor that played saul is one of the new voices 
 oh okay ! say , i heard that the director did one of the voices too . i think he did edna mode . 
 yeah he did , its interesting how he picked the cast for the movie 

","13 years before the movie "" incredibles ii "" came out , there was a sequel to the first incredibles that exists in a video game form , and is called "" the incredibles : rise of the underminer "" .
","['sm', 'me', 'er']","agreed . i think it 's interesting too that the video game sequel came out before the movie did . 
",Original Ground Truth,1,3,3,3,1,5
"d.c . area and all of its attractive locations , sure would be nice to visit it 
 i totally agree with you . i would love to go to the national museum of natural history . 
 i would love to go there too , i hear the building is just awesome 
 they say there are some great coffee shops in the area too . some politicians have been seen at them . 
 yeah around the capitol hill area there is a great coffee store called port city java 
 i bet there are some great restaurants too . 
 yeah there is this great thai place over on takoma park , really good , 
 i imagine that one is great for if you want to eat healthy . they probably have lots of vegetables and tofu . 
 yeah i hear they have one of the best tofus in the country , so it would be nice to eat there specially if you have food allergies 
 do you know if the area has any great theaters for movies and plays ? 
 thare are , some of them are the kennedy center , imagination stage , adventure theater and ipic theatre , a lot of choices there 
 i bet the ipic theater would be great to see incredibles 2 on . 
 i bet it was , its a nice stage , did you watch that movie by the way ? 
 i have n't seen it yet . i have seen the original though . have you seen either or both of them ? 
 i have seen both and i must say i liked the first one better althought the cast of the 2nd part got an upgrade 
 i 'm not familiar with the cast of the second one . are they big name actors / actresses ? 
 yeah have you watched breaking bad ? well the actor that played saul is one of the new voices 
 oh okay ! say , i heard that the director did one of the voices too . i think he did edna mode . 
 yeah he did , its interesting how he picked the cast for the movie 

","13 years before the movie "" incredibles ii "" came out , there was a sequel to the first incredibles that exists in a video game form , and is called "" the incredibles : rise of the underminer "" .
","['sm', 'me', 'er']","having more big name actors must always help with marketing ! did you know that they already came out with an incredibles sequel 13 years ago , though it was a video game .",New Human Generated,1,3,3,3,1,5
"hello , do you like swimming ? 
 hi there ! i do ! i love watching the olympic events . how about you ? 
 same here . i do not swim that much but i occasionally go to the pool every once and a while . i also enjoy watching swimming in the olympics ; 
 did you know cornell students are actually required to pass a basic swim test before they can graduate ? 
 i think that that is a good idea ! native americans also introduced the british to the front crawl . 

","native americans introduced the front crawl swimming stroke to the west when they beat the british who only used the breaststroke .
","['sm', 'me', 'fl']","yeah because they were faster at swimming . the brits only knew how to use the breaststroke . 
",Original Ground Truth,1,3,3,3,1,5
"hello , do you like swimming ? 
 hi there ! i do ! i love watching the olympic events . how about you ? 
 same here . i do not swim that much but i occasionally go to the pool every once and a while . i also enjoy watching swimming in the olympics ; 
 did you know cornell students are actually required to pass a basic swim test before they can graduate ? 
 i think that that is a good idea ! native americans also introduced the british to the front crawl . 

","native americans introduced the front crawl swimming stroke to the west when they beat the british who only used the breaststroke .
","['sm', 'me', 'fl']","yeah and they did it when they beat the british in a race , because the british only knew the breaststroke .",New Human Generated,1,3,3,3,1,5
"every us president with a beard has been a republican , that 's odd . 
 that is odd . so what do you think of trump . 
 i like trump 
 me too . i think he needs to calm down a little bit sometimes but he is a smart dude . 
 yeah i never liked trump before he was president . i think he 's doing a great job with all that he 's been dealt . 

","there has n't been a us president who was n't a republican or a democrat since 1853
","['sm', 'er', 'fl']","trump is a republican . did you know there has nt been a president who was nt a republican or democrat since 1853 
",Original Ground Truth,1,3,3,3,1,4
"every us president with a beard has been a republican , that 's odd . 
 that is odd . so what do you think of trump . 
 i like trump 
 me too . i think he needs to calm down a little bit sometimes but he is a smart dude . 
 yeah i never liked trump before he was president . i think he 's doing a great job with all that he 's been dealt . 

","there has n't been a us president who was n't a republican or a democrat since 1853
","['sm', 'er', 'fl']","i wish the us would move away from the two party system . all the us presidents since 1853 have either been republican or democrat . if we had other parties , maybe the country would be less divided .",New Human Generated,1,3,3,3,1,5
"hello , did you know that more than 80 % of the earths forests have been destroyed ? 
 that is sad . i hope we can reverse that statistic . 
 yeah that is really sad . i recently read that earth will be helium free by the end of the 21st century . 
 i also think it is interesting that when earth was formed , a day was only 5.5 hours long . i wonder why that changed ? 
 i do n't know , maybe it slowed its rotation eventually ? that 's pretty weird . 
 do you believe in aliens ? the un appointed ambassadors to extraterrestrials . 
 yes , definitely . that s cool lol at least they are prepared ! do you believe in aliens ? 
 i am not sure . i feel like there is more life out there . i wonder if they will make contact with earth ? 
 i m assuming so , otherwise what would the ambassador have to study ? lol how else can he be prepared if there s no evidence ? 
 i am not sure . do you have any pets ? 
 yup , i have a dog . how about you ? 
 i have a cat . did you know that there are cat cafes in japan and taiwan where people can pay hourly to play with cats and have drinks ! 
 lol yeah , there s all sorts of cafes like that , i ve been to a meerkat cafe , a bird cafe and a raccoon cafe before . 
 that is really interesting . i would like that . i wish i slept as much as cats . when a cat reaches 15 years old it has usually spent 10 years of its life sleeping . 
 that s a lot of sleeping ! there s is a cat named stubbs in alaska that is a mayor lol 

","the town of talkeetna , alaska has had a cat named stubbs as its mayor since 1997 .
","['sm', 'er', 'fl']","i love that . it has been the mayor since 1997 . 
",Original Ground Truth,1,3,3,3,1,5
"hello , did you know that more than 80 % of the earths forests have been destroyed ? 
 that is sad . i hope we can reverse that statistic . 
 yeah that is really sad . i recently read that earth will be helium free by the end of the 21st century . 
 i also think it is interesting that when earth was formed , a day was only 5.5 hours long . i wonder why that changed ? 
 i do n't know , maybe it slowed its rotation eventually ? that 's pretty weird . 
 do you believe in aliens ? the un appointed ambassadors to extraterrestrials . 
 yes , definitely . that s cool lol at least they are prepared ! do you believe in aliens ? 
 i am not sure . i feel like there is more life out there . i wonder if they will make contact with earth ? 
 i m assuming so , otherwise what would the ambassador have to study ? lol how else can he be prepared if there s no evidence ? 
 i am not sure . do you have any pets ? 
 yup , i have a dog . how about you ? 
 i have a cat . did you know that there are cat cafes in japan and taiwan where people can pay hourly to play with cats and have drinks ! 
 lol yeah , there s all sorts of cafes like that , i ve been to a meerkat cafe , a bird cafe and a raccoon cafe before . 
 that is really interesting . i would like that . i wish i slept as much as cats . when a cat reaches 15 years old it has usually spent 10 years of its life sleeping . 
 that s a lot of sleeping ! there s is a cat named stubbs in alaska that is a mayor lol 

","the town of talkeetna , alaska has had a cat named stubbs as its mayor since 1997 .
","['sm', 'er', 'fl']","yeah how ridiculous ! talkeetna , alaska has had stubbs as its mayor since 1997 . that 's 22 years !",New Human Generated,1,3,3,3,1,5
"hello how are you doing ? reggie miller , nba hall of famer , could n't escape his older sister cheryl 's shadow while in high school . on january 26 , 1982 , he scored a career high 40 points . he tried bragging about it on the car ride home , only to find out cheryl scored 105 points and broken 8 national records ! 
 yes , and do you like basketball ? 
 i do nt keep track of all basketball but i do watch the warriors play . how about you ? 
 yes , me also . but it 's very interesting game in the world . 
 it is , did you know nba player allen iverson signed a lifetime endorsement contract with reebok in 2001 that would pay him $ 800,000 a year until he reaches age 55 to where he would then receive a final lump sum payment of $ 32,000,000 . 
 national basketball association ( nba ) , professional basketball league formed in the united states in 1949 by the merger of two rival organizations , the national basketball league ( founded 1937 ) and the basketball association of america ( founded 1946 ) . 
 oh i guess that s interesting . 
 by the early 1980s the nba was plagued by money - losing franchises , low attendance , declining television ratings , and limited national appeal . the league soon rebounded under the leadership of david stern , nba commissioner from 1984 , who helped transform it into an international entertainment company . 
 physicists proved that shooting "" granny style "" is the absolute best technique to consistently score points on the line , but nba players refuse to do it because it looks stupid . maybe they should start shooting granny style again ! lol 
 yes , that 's nice . 
 kareem abdul - jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . 
 kareem abdul - jabbar is an american retired professional basketball player who played 20 seasons in the national basketball association for the milwaukee bucks and the los angeles lakers . 
 james naismith , the inventor of basketball , is the only losing coach in the university of kansas 's history 
 james naismith wrote and developed the game 's original thirteen rules and , through the ymca network , quickly spread the news throughout the country . 

","in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach .
","['sm', 'fl', 'yf']","yeah i think i read that recently . in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . 
",Original Ground Truth,1,2,2,2,1,4
"hello how are you doing ? reggie miller , nba hall of famer , could n't escape his older sister cheryl 's shadow while in high school . on january 26 , 1982 , he scored a career high 40 points . he tried bragging about it on the car ride home , only to find out cheryl scored 105 points and broken 8 national records ! 
 yes , and do you like basketball ? 
 i do nt keep track of all basketball but i do watch the warriors play . how about you ? 
 yes , me also . but it 's very interesting game in the world . 
 it is , did you know nba player allen iverson signed a lifetime endorsement contract with reebok in 2001 that would pay him $ 800,000 a year until he reaches age 55 to where he would then receive a final lump sum payment of $ 32,000,000 . 
 national basketball association ( nba ) , professional basketball league formed in the united states in 1949 by the merger of two rival organizations , the national basketball league ( founded 1937 ) and the basketball association of america ( founded 1946 ) . 
 oh i guess that s interesting . 
 by the early 1980s the nba was plagued by money - losing franchises , low attendance , declining television ratings , and limited national appeal . the league soon rebounded under the leadership of david stern , nba commissioner from 1984 , who helped transform it into an international entertainment company . 
 physicists proved that shooting "" granny style "" is the absolute best technique to consistently score points on the line , but nba players refuse to do it because it looks stupid . maybe they should start shooting granny style again ! lol 
 yes , that 's nice . 
 kareem abdul - jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . 
 kareem abdul - jabbar is an american retired professional basketball player who played 20 seasons in the national basketball association for the milwaukee bucks and the los angeles lakers . 
 james naismith , the inventor of basketball , is the only losing coach in the university of kansas 's history 
 james naismith wrote and developed the game 's original thirteen rules and , through the ymca network , quickly spread the news throughout the country . 

","in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach .
","['sm', 'fl', 'yf']","and now basketball is ingrained in our culture . in most of the us , the highest paid state employee is either a college football or basketball coach .",New Human Generated,1,3,3,3,1,5
"are you interested in government related policy 
 i ca n't believe how much of a disaster the festival was . 
 yeah , i can not believe it either 
 i think for the level of this fraud they should have levied the maximum sentence requested . 
 i concur . these are not the best people . 
 i love that the judge told him that bipolar does not excuse his behavior . 
 his excuse was such a joke . no one will believe that for sure 
 even his prepared statements sound so hollow . it is like a regurgitation of ever statement where people have got caught doing something wrong and want to manipulate their way out of punishment . 
 even with the best lawyer , he will never and ever get away such hideous crime 
 i wonder why as a co founder ja rule was not charged . 
 i have no idea , i think ja rule probably did not know the information beforehand . 
 it would have been nice if they had named the people who were scammed out of 1.2 million to give us an insight to how deep this attempt to defraud went . 
 i think because of privacy or personal issues that they do not want to release such information . do you keep track of celebrity news by any chance 
 no i do n't tend to read much about it unless it is front of me like this article . 
 okay . do you believe what is the max sentence and fine should this guy get ? 
 i think he should have gotten 20 years and be forced to return every cent he collected . what do you think ? 
 completely with you on this . to warn others from carrying out such act . 
 yes that would be a deterrent . punishments should be harsher to show the judicial system is serious . 

","_nofact
","['sm', 'er', 'fl']","i hope there will be no such case in the future . i feel furious reading the article . nice chatting with you 
",Original Ground Truth,1,3,3,2,1,4
"are you interested in government related policy 
 i ca n't believe how much of a disaster the festival was . 
 yeah , i can not believe it either 
 i think for the level of this fraud they should have levied the maximum sentence requested . 
 i concur . these are not the best people . 
 i love that the judge told him that bipolar does not excuse his behavior . 
 his excuse was such a joke . no one will believe that for sure 
 even his prepared statements sound so hollow . it is like a regurgitation of ever statement where people have got caught doing something wrong and want to manipulate their way out of punishment . 
 even with the best lawyer , he will never and ever get away such hideous crime 
 i wonder why as a co founder ja rule was not charged . 
 i have no idea , i think ja rule probably did not know the information beforehand . 
 it would have been nice if they had named the people who were scammed out of 1.2 million to give us an insight to how deep this attempt to defraud went . 
 i think because of privacy or personal issues that they do not want to release such information . do you keep track of celebrity news by any chance 
 no i do n't tend to read much about it unless it is front of me like this article . 
 okay . do you believe what is the max sentence and fine should this guy get ? 
 i think he should have gotten 20 years and be forced to return every cent he collected . what do you think ? 
 completely with you on this . to warn others from carrying out such act . 
 yes that would be a deterrent . punishments should be harsher to show the judicial system is serious . 

","_nofact
","['sm', 'er', 'fl']",agreed . people need to think twice before defrauding hardworking people out of their money .,New Human Generated,1,3,3,3,1,5
"do you like football ? 
 i love it . do you know what color is the u of iowa visitor locker room ? 
 yes it is pink but i a not sure why they chose that color 
 i wonder if it is supposed to have some effect on them 
 i wonder too . bowling was more popular than football in the 60s 

","in the 1960 's top bowlers made twice as much as top football stars
","['sm', 'me', 'yf']","yes that is why bowlers made way more than them 
",Original Ground Truth,1,2,3,2,1,4
"do you like football ? 
 i love it . do you know what color is the u of iowa visitor locker room ? 
 yes it is pink but i a not sure why they chose that color 
 i wonder if it is supposed to have some effect on them 
 i wonder too . bowling was more popular than football in the 60s 

","in the 1960 's top bowlers made twice as much as top football stars
","['sm', 'me', 'yf']",yeah that 's very surprising to me . apparently the top bowlers in the 60 's made twice as much as the top football players ! ,New Human Generated,1,3,3,3,1,5
"hi there , do you watch the nfl ? 
 i sure do . do you have a favorite team or player ? 
 i sure do . i love the patriot and tom is amazing . do you have one ? 
 the guys is awesome and now also a book author . did you hear about that ? 
 oh yeah i heard he wrote that book the tb12 method , the athelete 's bible but have not read it yet 
 he is everywhere . i want to read that book but i also want to watch the documentary too 
 same here . do you know he has a favorite ice cream flavor ? 
 oh sure it is avocado and i am not surprised he eats very healthy all the time 
 yup pretty much . did you know women are allowed to play in the nfl ? 
 that is pretty cool that there is no written rule against them and hope to see them in the field soon 
 yeah i hope so too . did you know engineers make more int heir lifetime ? 
 yeah and i wonder if that fact that they have longer careers has anything to do with that 
 that makes sense . the nfl is using tracking chips on the players now . 
 yes they are and they are collecting many stats such as velocity and rotation and others 

","former partiots rb benjarvus green - ellis has never fumbled the football in his nfl career .
","['sm', 'er', 'yf']","yeah . do you know who benjarvus green - ellis is ? 
",Original Ground Truth,1,3,2,2,0,3
"hi there , do you watch the nfl ? 
 i sure do . do you have a favorite team or player ? 
 i sure do . i love the patriot and tom is amazing . do you have one ? 
 the guys is awesome and now also a book author . did you hear about that ? 
 oh yeah i heard he wrote that book the tb12 method , the athelete 's bible but have not read it yet 
 he is everywhere . i want to read that book but i also want to watch the documentary too 
 same here . do you know he has a favorite ice cream flavor ? 
 oh sure it is avocado and i am not surprised he eats very healthy all the time 
 yup pretty much . did you know women are allowed to play in the nfl ? 
 that is pretty cool that there is no written rule against them and hope to see them in the field soon 
 yeah i hope so too . did you know engineers make more int heir lifetime ? 
 yeah and i wonder if that fact that they have longer careers has anything to do with that 
 that makes sense . the nfl is using tracking chips on the players now . 
 yes they are and they are collecting many stats such as velocity and rotation and others 

","former partiots rb benjarvus green - ellis has never fumbled the football in his nfl career .
","['sm', 'er', 'yf']",maybe they 'll use it to identify the best players ! benjarvus green - ellis has never fumbled the ball throughout his entire career !,New Human Generated,1,3,3,3,1,5
"have you ever watched house ? 
 i have its actually one of my favorite shows , why do you ask ? 
 because he was once the highest paid actor on tv for a drama , $ 700,000 per episode . 
 wow , that seems like a lot of money , i liked the show and all but $ 700000 per episode seems like an excesive salary 
 i agree . apparently jim carry does n't make drama anymore . 
 why does nt he ? he is a great actor , although i see him more as a comedy actor 
 yeah it did n't make much since to me either . but he says it goes against his belief system . 
 i guess i can respect that , drama can really change your state of mind , i like comedy better , do you follow shakespeare ? 
 not since high school , lol . i hear he coined a bunch of phrases that we use today though . 
 yeah he has had a lot of influence in our culture , there are 33 shakepeare gardens around the world , just imagine that much influence 
 yeah i think one of the phrases he coined was brave new world , so that fits , lol ! 
 it does fit lol , its been a long time since he was alive he was born in the year 1564 and there s a lot we do nt know about him 
 yeah apparently him and pocahontas were a live at the same time . 
 pocahontas was a real person ? i though she was a character in a movie , turns out its based on a true story , 
 yeah i know , right . well another one of his words is laughing stock , haha . 
 yeah so do you like to dance ? 

","there is a website where you can listen to thousands of episodes of classic radio dramas for free
","['sm', 'fl', 'yf']","when my knees are n't given me trouble , lol ! how about you ? 
",Original Ground Truth,1,3,3,3,0,5
"have you ever watched house ? 
 i have its actually one of my favorite shows , why do you ask ? 
 because he was once the highest paid actor on tv for a drama , $ 700,000 per episode . 
 wow , that seems like a lot of money , i liked the show and all but $ 700000 per episode seems like an excesive salary 
 i agree . apparently jim carry does n't make drama anymore . 
 why does nt he ? he is a great actor , although i see him more as a comedy actor 
 yeah it did n't make much since to me either . but he says it goes against his belief system . 
 i guess i can respect that , drama can really change your state of mind , i like comedy better , do you follow shakespeare ? 
 not since high school , lol . i hear he coined a bunch of phrases that we use today though . 
 yeah he has had a lot of influence in our culture , there are 33 shakepeare gardens around the world , just imagine that much influence 
 yeah i think one of the phrases he coined was brave new world , so that fits , lol ! 
 it does fit lol , its been a long time since he was alive he was born in the year 1564 and there s a lot we do nt know about him 
 yeah apparently him and pocahontas were a live at the same time . 
 pocahontas was a real person ? i though she was a character in a movie , turns out its based on a true story , 
 yeah i know , right . well another one of his words is laughing stock , haha . 
 yeah so do you like to dance ? 

","there is a website where you can listen to thousands of episodes of classic radio dramas for free
","['sm', 'fl', 'yf']",not really . i 'm not a big fan of music . i enjoy listening to radio dramas a lot though ! there 's a website online where you can listen to thousands of episodes of classic radio dramas for free !,New Human Generated,1,3,3,3,1,5
"hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 

","the sacramento public library started a "" library of things "" earlier this year , allowing patrons to check out , among other things , sewing machines and other items that patrons may find useful , but do n't need to own long - term .
","['sm', 'me', 'er']","well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
",Original Ground Truth,1,2,3,2,1,4
"hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 

","the sacramento public library started a "" library of things "" earlier this year , allowing patrons to check out , among other things , sewing machines and other items that patrons may find useful , but do n't need to own long - term .
","['sm', 'me', 'er']",some libraries are moving beyond books . the sacramento library lets people check out things like sewing machines . maybe more millenials will start going to libraries now !,New Human Generated,1,3,3,3,1,5
"school shootings are so upsetting . 
 it is an unspeakable act 
 when kids have to question the president about why was a killer able to terrorize their school 
 it would be a challenge to answer . did you know that the only us president with a phd degree was woodrow wilson 
 i did nt know that . the u.s president 's guest house is larger than the white house 
 that is a very surprising fact . also , the last president to speak a foreign language fluently was fdr 
 the wealthiest presidents are jfk , washington , jefferson . i thought trump would be lol 
 that surprised me too . where did they get their money from 
 inheritance probably . at least their name is not banana like the first president of zimbabwe 
 1 
 yah and the president of indonesia has released 3 pop albums while in office 
 is it real ? by the way , are you a fan of taylor swift 
 i was until i knew she removed her music from spotify because "" music should not be free "" 

","taylor swift walks backwards to avoid having her photo taken .
","['sm', 'er', 'fl']","did you know that she had to walk backward to avoid having her photo taken 
",Original Ground Truth,1,3,3,3,1,5
"school shootings are so upsetting . 
 it is an unspeakable act 
 when kids have to question the president about why was a killer able to terrorize their school 
 it would be a challenge to answer . did you know that the only us president with a phd degree was woodrow wilson 
 i did nt know that . the u.s president 's guest house is larger than the white house 
 that is a very surprising fact . also , the last president to speak a foreign language fluently was fdr 
 the wealthiest presidents are jfk , washington , jefferson . i thought trump would be lol 
 that surprised me too . where did they get their money from 
 inheritance probably . at least their name is not banana like the first president of zimbabwe 
 1 
 yah and the president of indonesia has released 3 pop albums while in office 
 is it real ? by the way , are you a fan of taylor swift 
 i was until i knew she removed her music from spotify because "" music should not be free "" 

","taylor swift walks backwards to avoid having her photo taken .
","['sm', 'er', 'fl']","that rubbed me the wrong way as well . in general , she likes doing things on her own terms . she even walks backwards to avoid having her photo taken without her permission ! ",New Human Generated,1,3,3,3,1,5
"are you a game of thrones fan ? 
 no not really . i do nt have hbo so i do nt watch , you ? 
 i think i have only watch about a few minutes of it ; i do n't get it or like the genre 
 i tried to read one of the books and it was crazy to follow , i m more likely to watch documentaries or movies 
 same here . i like hbo for some of the other things they air but not got . 
 i do nt even know what else they air , i truly do nt watch much tv at all . maybe the simpsons once a while 
 i have watched the simpsons since i was a kid ; bart himself has only missed one episode this whole time ; amazing ! 
 i know right , seems crazy to have him in almost every one then to forget him completely in that one 
 do you still watch things on traditional tv ? 

","_nofact
","['sm', 'me', 'fl']","over the air maybe once or twice a year , i refuse to pay for a cable package to essentially pay them to advertise stuff to me 
",Original Ground Truth,1,3,3,3,1,5
"are you a game of thrones fan ? 
 no not really . i do nt have hbo so i do nt watch , you ? 
 i think i have only watch about a few minutes of it ; i do n't get it or like the genre 
 i tried to read one of the books and it was crazy to follow , i m more likely to watch documentaries or movies 
 same here . i like hbo for some of the other things they air but not got . 
 i do nt even know what else they air , i truly do nt watch much tv at all . maybe the simpsons once a while 
 i have watched the simpsons since i was a kid ; bart himself has only missed one episode this whole time ; amazing ! 
 i know right , seems crazy to have him in almost every one then to forget him completely in that one 
 do you still watch things on traditional tv ? 

","_nofact
","['sm', 'me', 'fl']",rarely . i usually just use netflix .,New Human Generated,1,3,3,3,1,5
"did you know that the sun takes up 99.86 % of the mass of the solar system ? really large , huh ? 
 that is interesting . gigantic . the sun is actually white , only perceived as yellow because of atmospheric scattering 
 never knew that . the sun , though is only 1 billionth the size of the biggest star discovered in our galaxy even though so massive 
 that s crazy ! ! also , on july 11th , 2011 , neptune completed its first full orbit around the sun since its discovery in 1846 .. what a slow orbiting planet ! 
 wow . i wonder who sits and stares to figure this out 
 right ! its really interesting though . facts i never knew about , i m learning so much from these chats . 
 yes , fun stuff . one lightning bolt is hotter than the surface of the sun 5x hotter 
 that s insane , ca nt imagine what those people that have been struck by lightning felt like , eek . 
 really burnt unfortunately , may lose limbs from all that energy 
 crazy ! do you like books ? when you zoom into the white house on google maps you can see barack obama 
 really ? i like books a bunch but like exercise too . reading is a complex brain process decoding symbols into meaning when you think about it . challenging for some . 
 do u speed read ? the world record for speed reading is held by anne jones , with a reading speed of 4,700 words per minute 
 not really , but i 'm pretty fast so maybe ? ? i would n't know how you tell . reading can be an escape for some but different for different people how they see things or do n't see things 

","cs lewis and tolkien held "" you laugh you lose "" competitions when reading terrible poetry
","['sm', 'me', 'fl']","i do audible mostly , i can listen anywhere its so convienent . cs lewis and tolkien held "" you laugh you lose "" competitions when reading terrible poetry 
",Original Ground Truth,1,3,3,3,1,5
"did you know that the sun takes up 99.86 % of the mass of the solar system ? really large , huh ? 
 that is interesting . gigantic . the sun is actually white , only perceived as yellow because of atmospheric scattering 
 never knew that . the sun , though is only 1 billionth the size of the biggest star discovered in our galaxy even though so massive 
 that s crazy ! ! also , on july 11th , 2011 , neptune completed its first full orbit around the sun since its discovery in 1846 .. what a slow orbiting planet ! 
 wow . i wonder who sits and stares to figure this out 
 right ! its really interesting though . facts i never knew about , i m learning so much from these chats . 
 yes , fun stuff . one lightning bolt is hotter than the surface of the sun 5x hotter 
 that s insane , ca nt imagine what those people that have been struck by lightning felt like , eek . 
 really burnt unfortunately , may lose limbs from all that energy 
 crazy ! do you like books ? when you zoom into the white house on google maps you can see barack obama 
 really ? i like books a bunch but like exercise too . reading is a complex brain process decoding symbols into meaning when you think about it . challenging for some . 
 do u speed read ? the world record for speed reading is held by anne jones , with a reading speed of 4,700 words per minute 
 not really , but i 'm pretty fast so maybe ? ? i would n't know how you tell . reading can be an escape for some but different for different people how they see things or do n't see things 

","cs lewis and tolkien held "" you laugh you lose "" competitions when reading terrible poetry
","['sm', 'me', 'fl']","i agree , reading is an escape for me . unless it 's really bad writing . cs lewis and tolkien held a "" you laugh you lose "" competition where people read terrible poetry and tried not to laugh .",New Human Generated,1,3,3,3,1,5
